2023-01-12 20:17:07.615 | INFO     | src.session:__init__:37 - Auth completed (+380508091700)
2023-01-12 20:17:07.618 | WARNING  | __main__:do_job:10 - Session loaded!
2023-01-12 20:17:08.822 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 43227, 'parents_stack': []} | wall-33932275_43178 | Account: +380508091700
2023-01-12 20:17:12.185 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 29177, 'parents_stack': []} | wall-3463783_28850 | Account: +380508091700
2023-01-12 20:17:15.606 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 10822, 'parents_stack': []} | wall-97941524_10808 | Account: +380508091700
2023-01-12 20:17:19.048 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 150790, 'parents_stack': []} | wall-34015068_150765 | Account: +380508091700
2023-01-12 20:17:22.461 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 21274, 'parents_stack': []} | wall-68210756_21255 | Account: +380508091700
2023-01-12 20:17:25.847 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 1639, 'parents_stack': []} | wall-3794682_1629 | Account: +380508091700
2023-01-12 20:17:29.300 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 14966, 'parents_stack': []} | wall-13545067_14956 | Account: +380508091700
2023-01-12 20:17:32.690 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 124063, 'parents_stack': []} | wall-23852825_124044 | Account: +380508091700
2023-01-12 20:17:36.092 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 34997, 'parents_stack': []} | wall-13512988_34980 | Account: +380508091700
2023-01-12 20:17:39.512 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 50248, 'parents_stack': []} | wall-84194323_50219 | Account: +380508091700
2023-01-12 20:17:42.823 | ERROR    | src.session:comment_posts:79 - [10] Internal server error: parent deleted | wall-741419748459 | Account: +380508091700
2023-01-12 20:17:45.085 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 31408, 'parents_stack': []} | wall-4392642_31396 | Account: +380508091700
2023-01-12 20:17:48.556 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 19709, 'parents_stack': []} | wall-98354539_19681 | Account: +380508091700
2023-01-12 20:17:51.959 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 39128, 'parents_stack': []} | wall-74080445_39105 | Account: +380508091700
2023-01-12 20:17:55.401 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 23805, 'parents_stack': []} | wall-68639080_23781 | Account: +380508091700
2023-01-12 20:17:58.814 | SUCCESS  | src.session:comment_posts:76 - {'comment_id': 23489, 'parents_stack': []} | wall-24427522_23458 | Account: +380508091700
